Time;Algorithm;Config;Midi;Voice;ID;High;Steps;Notes;Tonic;Minor;Range;Culminations;Decc_min;Decc_av;Decc_max;Maccr_min;Maccr_av;Maccr_max;Tonics;VI;VI#;VII;VII#;Smooth;Leaps;2leaps;3leaps;Leap size;Leaps_win;Leaped_win;Sum_int;Between_min;Between_max;Contra;Direct;Pico;Dis;Ico;Pco;Llen;Croches;Sus;Anti;to3;after3;dev2;dev3;uncomp_precomp;uncomp_child;Close+1far;Close+2far;Close+no;No+close;Far+close;No close;
2017-10-22 22:34:03;GenCA2;good-cp5;good-cp5;0;9;0;84;25;9;1;15;1;0,3967;2,5344;4,0249;4,4892;6,56;9,12;6;2;0;2;1;67%;33%;25%;0%;4,38;6;27;27;9;24;75%;25%;25%;23%;45%;32%;3,360;8%;24%;0%;13%;13%;0%;0%;0%;0%;0%;0%;0%;25%;13%;0%;
2017-10-22 22:34:03;GenCA2;good-cp5;good-cp5;0;10;1;70;25;2;0;14;1;1,6920;2,8478;3,7967;4,4501;5,89;7,67;5;0;3;0;4;71%;29%;14%;0%;3,86;6;21;21;0;17;50%;50%;33%;30%;41%;30%;2,800;8%;8%;0%;0%;0%;14%;0%;29%;0%;0%;0%;0%;14%;14%;14%;
2017-10-22 22:34:04;GenCA2;good-cp5;good-cp5;0;11;1;68;23;2;0;17;1;1,6449;2,6825;3,5213;5,27;6,54;8,88;5;0;2;0;2;77%;23%;0%;0%;4,80;3;17;26;5;19;50%;50%;13%;30%;39%;30%;2,957;0%;0%;0%;0%;0%;0%;0%;20%;20%;0%;0%;20%;20%;0%;0%;
2017-10-22 22:34:05;GenCA2;good-cp5;good-cp5;0;12;0;68;17;2;0;15;1;1,0244;1,9359;2,6431;7,68;9,65;12,17;4;0;2;0;4;69%;31%;0%;0%;3,40;5;17;26;9;24;80%;20%;20%;15%;45%;40%;4,000;12%;18%;0%;0%;0%;20%;0%;0%;0%;0%;0%;0%;0%;0%;20%;
2017-10-22 22:34:05;GenCA2;good-cp5;good-cp5;0;13;0;68;23;2;0;14;1;1,2001;2,6014;2,9163;3,8258;5,80;6,70;3;0;4;0;4;82%;18%;0%;0%;4,25;3;13;28;9;24;63%;38%;25%;26%;43%;30%;2,957;0%;0%;0%;0%;0%;0%;25%;0%;0%;0%;25%;0%;25%;25%;0%;
2017-10-22 22:34:06;GenCA2;good-cp5;good-cp5;0;14;0;70;22;0;1;11;1;1,2872;2,1199;3,2762;3,2355;4,3017;4,5275;4;2;1;2;1;81%;19%;0%;0%;4,25;3;14;31;12;28;57%;43%;43%;17%;43%;39%;3,182;18%;5%;0%;0%;0%;0%;0%;100%;0%;0%;25%;0%;0%;25%;25%;
2017-10-22 22:34:06;GenCA2;good-cp5;good-cp5;0;15;0;68;20;0;1;14;1;0,5408;2,0284;3,1406;6,19;8,06;8,61;4;2;1;1;2;79%;21%;0%;0%;3,25;4;13;26;7;24;100%;0%;0%;25%;42%;33%;3,400;20%;20%;0%;0%;0%;25%;25%;25%;0%;0%;0%;25%;25%;25%;0%;
2017-10-22 22:36:02;GenCA2;good-cp5;good-cp5;0;1;0;70;27;2;0;13;1;0,9115;2,5229;4,0741;4,3165;6,32;7,45;6;0;2;0;4;88%;12%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;34%;45%;21%;2,593;15%;7%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-22 22:45:21;GenCA2;good-cp5;good-cp5;0;1;0;70;27;2;0;13;1;0,9115;2,5229;4,0741;4,3165;6,32;7,45;6;0;2;0;4;88%;12%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;34%;45%;21%;2,593;15%;7%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-22 22:45:22;GenCA2;good-cp5;good-cp5;0;2;1;84;30;0;0;17;1;1,8187;3,0425;3,9524;2,6268;5,20;10,08;5;0;5;0;4;66%;34%;20%;0%;4,20;6;26;22;0;16;63%;38%;25%;22%;41%;38%;2,800;7%;7%;0%;0%;10%;10%;0%;20%;10%;10%;10%;0%;20%;10%;10%;
2017-10-22 22:45:23;GenCA2;good-cp5;good-cp5;0;3;0;70;21;2;0;10;1;0,6686;1,7100;2,3334;1,7563;2,1765;2,6126;6;0;3;0;6;90%;10%;0%;0%;3,50;2;7;29;15;23;33%;67%;33%;22%;43%;35%;3,333;0%;5%;5%;0%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;
2017-10-22 22:45:23;GenCA2;good-cp5;good-cp5;0;4;0;68;21;2;0;12;1;1,0183;2,6961;3,6959;3,4850;4,3647;6,41;6;0;2;0;2;50%;50%;30%;20%;4,00;8;33;23;3;19;71%;29%;14%;18%;50%;32%;3,238;0%;5%;0%;10%;0%;10%;10%;10%;0%;10%;0%;0%;10%;10%;0%;
2017-10-22 22:45:24;GenCA2;good-cp5;good-cp5;0;5;0;86;30;0;0;14;1;0,5408;2,5452;3,3996;2,4531;3,3931;4,4345;6;0;6;0;7;72%;28%;13%;0%;4,25;5;21;31;12;28;43%;57%;57%;21%;58%;21%;2,867;20%;10%;0%;13%;13%;13%;0%;0%;13%;0%;0%;13%;0%;25%;13%;
2017-10-22 22:45:25;GenCA2;good-cp5;good-cp5;0;6;0;70;29;2;0;12;1;0,8181;1,8959;2,6918;2,2418;3,8605;4,9787;3;0;4;0;3;82%;18%;0%;0%;3,80;4;16;26;5;24;50%;50%;38%;28%;41%;31%;2,414;7%;0%;0%;0%;20%;60%;0%;20%;0%;40%;0%;0%;0%;0%;20%;
2017-10-22 22:45:25;GenCA2;good-cp5;good-cp5;0;7;0;86;31;0;0;14;1;0,5408;2,6084;3,3996;1,5810;3,2627;4,3962;6;0;6;0;7;70%;30%;11%;0%;4,11;6;24;31;12;28;57%;43%;43%;21%;56%;24%;2,774;19%;10%;0%;11%;11%;11%;0%;0%;11%;0%;0%;11%;0%;33%;11%;
2017-10-22 22:45:26;GenCA2;good-cp5;good-cp5;0;8;1;84;29;0;0;16;1;1,8187;2,9646;3,9524;2,6268;4,9815;9,17;5;0;4;0;3;71%;29%;13%;0%;4,38;5;22;21;0;16;50%;50%;25%;23%;39%;39%;2,897;7%;7%;0%;0%;0%;13%;0%;25%;0%;13%;0%;0%;13%;0%;13%;
2017-10-22 22:46:13;GenCA2;good-cp5;good-cp5;0;1;0;70;27;2;0;13;1;0,9115;2,5229;4,0741;4,3165;6,32;7,45;6;0;2;0;4;88%;12%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;34%;45%;21%;2,593;15%;7%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-22 22:46:20;GenCA2;good-cp5;good-cp5;0;1;0;70;27;2;0;13;1;0,9115;2,5229;4,0741;4,3165;6,32;7,45;6;0;2;0;4;88%;12%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;34%;45%;21%;2,593;15%;7%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-22 22:47:02;GenCA2;good-cp5;good-cp5;0;1;0;70;27;2;0;13;1;0,9115;2,5229;4,0741;4,3165;6,32;7,45;6;0;2;0;4;88%;12%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;34%;45%;21%;2,593;15%;7%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-22 22:47:02;GenCA2;good-cp5;good-cp5;0;2;1;84;30;0;0;17;1;1,8187;3,0425;3,9524;2,6268;5,20;10,08;5;0;5;0;4;66%;34%;20%;0%;4,20;6;26;22;0;16;63%;38%;25%;22%;41%;38%;2,800;7%;7%;0%;0%;10%;10%;0%;20%;10%;10%;10%;0%;20%;10%;10%;
2017-10-22 22:47:03;GenCA2;good-cp5;good-cp5;0;3;0;70;21;2;0;10;1;0,6686;1,7100;2,3334;1,7563;2,1765;2,6126;6;0;3;0;6;90%;10%;0%;0%;3,50;2;7;29;15;23;33%;67%;33%;22%;43%;35%;3,333;0%;5%;5%;0%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;
2017-10-22 22:47:03;GenCA2;good-cp5;good-cp5;0;4;0;68;21;2;0;12;1;1,0183;2,6961;3,6959;3,4850;4,3647;6,41;6;0;2;0;2;50%;50%;30%;20%;4,00;8;33;23;3;19;71%;29%;14%;18%;50%;32%;3,238;0%;5%;0%;10%;0%;10%;10%;10%;0%;10%;0%;0%;10%;10%;0%;
2017-10-22 22:47:04;GenCA2;good-cp5;good-cp5;0;5;0;86;30;0;0;14;1;0,5408;2,5452;3,3996;2,4531;3,3931;4,4345;6;0;6;0;7;72%;28%;13%;0%;4,25;5;21;31;12;28;43%;57%;57%;21%;58%;21%;2,867;20%;10%;0%;13%;13%;13%;0%;0%;13%;0%;0%;13%;0%;25%;13%;
2017-10-22 22:47:05;GenCA2;good-cp5;good-cp5;0;6;0;70;29;2;0;12;1;0,8181;1,8959;2,6918;2,2418;3,8605;4,9787;3;0;4;0;3;82%;18%;0%;0%;3,80;4;16;26;5;24;50%;50%;38%;28%;41%;31%;2,414;7%;0%;0%;0%;20%;60%;0%;20%;0%;40%;0%;0%;0%;0%;20%;
2017-10-22 22:47:05;GenCA2;good-cp5;good-cp5;0;7;0;86;31;0;0;14;1;0,5408;2,6084;3,3996;1,5810;3,2627;4,3962;6;0;6;0;7;70%;30%;11%;0%;4,11;6;24;31;12;28;57%;43%;43%;21%;56%;24%;2,774;19%;10%;0%;11%;11%;11%;0%;0%;11%;0%;0%;11%;0%;33%;11%;
2017-10-22 22:47:06;GenCA2;good-cp5;good-cp5;0;8;1;84;29;0;0;16;1;1,8187;2,9646;3,9524;2,6268;4,9815;9,17;5;0;4;0;3;71%;29%;13%;0%;4,38;5;22;21;0;16;50%;50%;25%;23%;39%;39%;2,897;7%;7%;0%;0%;0%;13%;0%;25%;0%;13%;0%;0%;13%;0%;13%;
2017-10-22 22:47:07;GenCA2;good-cp5;good-cp5;0;9;0;84;25;9;1;15;1;0,3967;2,5344;4,0249;4,4892;6,56;9,12;6;2;0;2;1;67%;33%;25%;0%;4,38;6;27;27;9;24;75%;25%;25%;23%;45%;32%;3,360;8%;24%;0%;13%;13%;0%;0%;0%;0%;0%;0%;0%;25%;13%;0%;
2017-10-22 22:47:08;GenCA2;good-cp5;good-cp5;0;10;1;70;25;2;0;14;1;1,6920;2,8478;3,7967;4,4501;5,89;7,67;5;0;3;0;4;71%;29%;14%;0%;3,86;6;21;21;0;17;50%;50%;33%;30%;41%;30%;2,800;8%;8%;0%;0%;0%;14%;0%;29%;0%;0%;0%;0%;14%;14%;14%;
2017-10-22 22:47:08;GenCA2;good-cp5;good-cp5;0;11;1;68;23;2;0;17;1;1,6449;2,6825;3,5213;5,27;6,54;8,88;5;0;2;0;2;77%;23%;0%;0%;4,80;3;17;26;5;19;50%;50%;13%;30%;39%;30%;2,957;0%;0%;0%;0%;0%;0%;0%;20%;20%;0%;0%;20%;20%;0%;0%;
2017-10-22 22:47:09;GenCA2;good-cp5;good-cp5;0;12;0;68;17;2;0;15;1;1,0244;1,9359;2,6431;7,68;9,65;12,17;4;0;2;0;4;69%;31%;0%;0%;3,40;5;17;26;9;24;80%;20%;20%;15%;45%;40%;4,000;12%;18%;0%;0%;0%;20%;0%;0%;0%;0%;0%;0%;0%;0%;20%;
2017-10-22 22:47:10;GenCA2;good-cp5;good-cp5;0;13;0;68;23;2;0;14;1;1,2001;2,6014;2,9163;3,8258;5,80;6,70;3;0;4;0;4;82%;18%;0%;0%;4,25;3;13;28;9;24;63%;38%;25%;26%;43%;30%;2,957;0%;0%;0%;0%;0%;0%;25%;0%;0%;0%;25%;0%;25%;25%;0%;
2017-10-22 22:47:10;GenCA2;good-cp5;good-cp5;0;14;0;70;22;0;1;11;1;1,2872;2,1199;3,2762;3,2355;4,3017;4,5275;4;2;1;2;1;81%;19%;0%;0%;4,25;3;14;31;12;28;57%;43%;43%;17%;43%;39%;3,182;18%;5%;0%;0%;0%;0%;0%;100%;0%;0%;25%;0%;0%;25%;25%;
2017-10-22 22:47:11;GenCA2;good-cp5;good-cp5;0;15;0;68;20;0;1;14;1;0,5408;2,0284;3,1406;6,19;8,06;8,61;4;2;1;1;2;79%;21%;0%;0%;3,25;4;13;26;7;24;100%;0%;0%;25%;42%;33%;3,400;20%;20%;0%;0%;0%;25%;25%;25%;0%;0%;0%;25%;25%;25%;0%;
2017-10-22 22:53:00;GenCA2;good-cp5;good-cp5;0;1;0;70;27;2;0;13;1;0,9115;2,5229;4,0741;4,3165;6,32;7,45;6;0;2;0;4;88%;12%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;34%;45%;21%;2,593;15%;7%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-22 22:53:01;GenCA2;good-cp5;good-cp5;0;2;1;84;30;0;0;17;1;1,8187;3,0425;3,9524;2,6268;5,20;10,08;5;0;5;0;4;66%;34%;20%;0%;4,20;6;26;22;0;16;63%;38%;25%;22%;41%;38%;2,800;7%;7%;0%;0%;10%;10%;0%;20%;10%;10%;10%;0%;20%;10%;10%;
2017-10-22 22:53:02;GenCA2;good-cp5;good-cp5;0;3;0;70;21;2;0;10;1;0,6686;1,7100;2,3334;1,7563;2,1765;2,6126;6;0;3;0;6;90%;10%;0%;0%;3,50;2;7;29;15;23;33%;67%;33%;22%;43%;35%;3,333;0%;5%;5%;0%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;
2017-10-22 22:53:02;GenCA2;good-cp5;good-cp5;0;4;0;68;21;2;0;12;1;1,0183;2,6961;3,6959;3,4850;4,3647;6,41;6;0;2;0;2;50%;50%;30%;20%;4,00;8;33;23;3;19;71%;29%;14%;18%;50%;32%;3,238;0%;5%;0%;10%;0%;10%;10%;10%;0%;10%;0%;0%;10%;10%;0%;
2017-10-22 22:53:03;GenCA2;good-cp5;good-cp5;0;5;0;86;30;0;0;14;1;0,5408;2,5452;3,3996;2,4531;3,3931;4,4345;6;0;6;0;7;72%;28%;13%;0%;4,25;5;21;31;12;28;43%;57%;57%;21%;58%;21%;2,867;20%;10%;0%;13%;13%;13%;0%;0%;13%;0%;0%;13%;0%;25%;13%;
2017-10-22 22:53:04;GenCA2;good-cp5;good-cp5;0;1;0;70;27;2;0;13;1;0,9115;2,5229;4,0741;4,3165;6,32;7,45;6;0;2;0;4;88%;12%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;34%;45%;21%;2,593;15%;7%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-22 22:53:05;GenCA2;good-cp5;good-cp5;0;2;1;84;30;0;0;17;1;1,8187;3,0425;3,9524;2,6268;5,20;10,08;5;0;5;0;4;66%;34%;20%;0%;4,20;6;26;22;0;16;63%;38%;25%;22%;41%;38%;2,800;7%;7%;0%;0%;10%;10%;0%;20%;10%;10%;10%;0%;20%;10%;10%;
2017-10-22 22:53:06;GenCA2;good-cp5;good-cp5;0;3;0;70;21;2;0;10;1;0,6686;1,7100;2,3334;1,7563;2,1765;2,6126;6;0;3;0;6;90%;10%;0%;0%;3,50;2;7;29;15;23;33%;67%;33%;22%;43%;35%;3,333;0%;5%;5%;0%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;
2017-10-22 22:53:08;GenCA2;good-cp5;good-cp5;0;1;0;70;27;2;0;13;1;0,9115;2,5229;4,0741;4,3165;6,32;7,45;6;0;2;0;4;88%;12%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;34%;45%;21%;2,593;15%;7%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-22 22:53:08;GenCA2;good-cp5;good-cp5;0;2;1;84;30;0;0;17;1;1,8187;3,0425;3,9524;2,6268;5,20;10,08;5;0;5;0;4;66%;34%;20%;0%;4,20;6;26;22;0;16;63%;38%;25%;22%;41%;38%;2,800;7%;7%;0%;0%;10%;10%;0%;20%;10%;10%;10%;0%;20%;10%;10%;
2017-10-22 22:53:09;GenCA2;good-cp5;good-cp5;0;3;0;70;21;2;0;10;1;0,6686;1,7100;2,3334;1,7563;2,1765;2,6126;6;0;3;0;6;90%;10%;0%;0%;3,50;2;7;29;15;23;33%;67%;33%;22%;43%;35%;3,333;0%;5%;5%;0%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;
2017-10-22 22:53:09;GenCA2;good-cp5;good-cp5;0;4;0;68;21;2;0;12;1;1,0183;2,6961;3,6959;3,4850;4,3647;6,41;6;0;2;0;2;50%;50%;30%;20%;4,00;8;33;23;3;19;71%;29%;14%;18%;50%;32%;3,238;0%;5%;0%;10%;0%;10%;10%;10%;0%;10%;0%;0%;10%;10%;0%;
2017-10-22 22:53:10;GenCA2;good-cp5;good-cp5;0;5;0;86;30;0;0;14;1;0,5408;2,5452;3,3996;2,4531;3,3931;4,4345;6;0;6;0;7;72%;28%;13%;0%;4,25;5;21;31;12;28;43%;57%;57%;21%;58%;21%;2,867;20%;10%;0%;13%;13%;13%;0%;0%;13%;0%;0%;13%;0%;25%;13%;
2017-10-22 22:53:11;GenCA2;good-cp5;good-cp5;0;6;0;70;29;2;0;12;1;0,8181;1,8959;2,6918;2,2418;3,8605;4,9787;3;0;4;0;3;82%;18%;0%;0%;3,80;4;16;26;5;24;50%;50%;38%;28%;41%;31%;2,414;7%;0%;0%;0%;20%;60%;0%;20%;0%;40%;0%;0%;0%;0%;20%;
2017-10-22 22:53:11;GenCA2;good-cp5;good-cp5;0;7;0;86;31;0;0;14;1;0,5408;2,6084;3,3996;1,5810;3,2627;4,3962;6;0;6;0;7;70%;30%;11%;0%;4,11;6;24;31;12;28;57%;43%;43%;21%;56%;24%;2,774;19%;10%;0%;11%;11%;11%;0%;0%;11%;0%;0%;11%;0%;33%;11%;
2017-10-22 22:53:13;GenCA2;good-cp5;good-cp5;0;1;0;70;27;2;0;13;1;0,9115;2,5229;4,0741;4,3165;6,32;7,45;6;0;2;0;4;88%;12%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;34%;45%;21%;2,593;15%;7%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-22 22:53:14;GenCA2;good-cp5;good-cp5;0;2;1;84;30;0;0;17;1;1,8187;3,0425;3,9524;2,6268;5,20;10,08;5;0;5;0;4;66%;34%;20%;0%;4,20;6;26;22;0;16;63%;38%;25%;22%;41%;38%;2,800;7%;7%;0%;0%;10%;10%;0%;20%;10%;10%;10%;0%;20%;10%;10%;
2017-10-22 22:53:14;GenCA2;good-cp5;good-cp5;0;3;0;70;21;2;0;10;1;0,6686;1,7100;2,3334;1,7563;2,1765;2,6126;6;0;3;0;6;90%;10%;0%;0%;3,50;2;7;29;15;23;33%;67%;33%;22%;43%;35%;3,333;0%;5%;5%;0%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;
2017-10-22 22:53:15;GenCA2;good-cp5;good-cp5;0;4;0;68;21;2;0;12;1;1,0183;2,6961;3,6959;3,4850;4,3647;6,41;6;0;2;0;2;50%;50%;30%;20%;4,00;8;33;23;3;19;71%;29%;14%;18%;50%;32%;3,238;0%;5%;0%;10%;0%;10%;10%;10%;0%;10%;0%;0%;10%;10%;0%;
2017-10-22 22:53:16;GenCA2;good-cp5;good-cp5;0;5;0;86;30;0;0;14;1;0,5408;2,5452;3,3996;2,4531;3,3931;4,4345;6;0;6;0;7;72%;28%;13%;0%;4,25;5;21;31;12;28;43%;57%;57%;21%;58%;21%;2,867;20%;10%;0%;13%;13%;13%;0%;0%;13%;0%;0%;13%;0%;25%;13%;
2017-10-22 22:53:16;GenCA2;good-cp5;good-cp5;0;6;0;70;29;2;0;12;1;0,8181;1,8959;2,6918;2,2418;3,8605;4,9787;3;0;4;0;3;82%;18%;0%;0%;3,80;4;16;26;5;24;50%;50%;38%;28%;41%;31%;2,414;7%;0%;0%;0%;20%;60%;0%;20%;0%;40%;0%;0%;0%;0%;20%;
2017-10-22 22:53:17;GenCA2;good-cp5;good-cp5;0;7;0;86;31;0;0;14;1;0,5408;2,6084;3,3996;1,5810;3,2627;4,3962;6;0;6;0;7;70%;30%;11%;0%;4,11;6;24;31;12;28;57%;43%;43%;21%;56%;24%;2,774;19%;10%;0%;11%;11%;11%;0%;0%;11%;0%;0%;11%;0%;33%;11%;
2017-10-22 22:53:18;GenCA2;good-cp5;good-cp5;0;8;1;84;29;0;0;16;1;1,8187;2,9646;3,9524;2,6268;4,9815;9,17;5;0;4;0;3;71%;29%;13%;0%;4,38;5;22;21;0;16;50%;50%;25%;23%;39%;39%;2,897;7%;7%;0%;0%;0%;13%;0%;25%;0%;13%;0%;0%;13%;0%;13%;
2017-10-22 22:53:19;GenCA2;good-cp5;good-cp5;0;9;0;84;25;9;1;15;1;0,3967;2,5344;4,0249;4,4892;6,56;9,12;6;2;0;2;1;67%;33%;25%;0%;4,38;6;27;27;9;24;75%;25%;25%;23%;45%;32%;3,360;8%;24%;0%;13%;13%;0%;0%;0%;0%;0%;0%;0%;25%;13%;0%;
2017-10-22 22:53:19;GenCA2;good-cp5;good-cp5;0;10;1;70;25;2;0;14;1;1,6920;2,8478;3,7967;4,4501;5,89;7,67;5;0;3;0;4;71%;29%;14%;0%;3,86;6;21;21;0;17;50%;50%;33%;30%;41%;30%;2,800;8%;8%;0%;0%;0%;14%;0%;29%;0%;0%;0%;0%;14%;14%;14%;
2017-10-22 22:53:20;GenCA2;good-cp5;good-cp5;0;11;1;68;23;2;0;17;1;1,6449;2,6825;3,5213;5,27;6,54;8,88;5;0;2;0;2;77%;23%;0%;0%;4,80;3;17;26;5;19;50%;50%;13%;30%;39%;30%;2,957;0%;0%;0%;0%;0%;0%;0%;20%;20%;0%;0%;20%;20%;0%;0%;
2017-10-22 22:53:20;GenCA2;good-cp5;good-cp5;0;12;0;68;17;2;0;15;1;1,0244;1,9359;2,6431;7,68;9,65;12,17;4;0;2;0;4;69%;31%;0%;0%;3,40;5;17;26;9;24;80%;20%;20%;15%;45%;40%;4,000;12%;18%;0%;0%;0%;20%;0%;0%;0%;0%;0%;0%;0%;0%;20%;
2017-10-22 22:53:21;GenCA2;good-cp5;good-cp5;0;13;0;68;23;2;0;14;1;1,2001;2,6014;2,9163;3,8258;5,80;6,70;3;0;4;0;4;82%;18%;0%;0%;4,25;3;13;28;9;24;63%;38%;25%;26%;43%;30%;2,957;0%;0%;0%;0%;0%;0%;25%;0%;0%;0%;25%;0%;25%;25%;0%;
2017-10-22 22:53:22;GenCA2;good-cp5;good-cp5;0;14;0;70;22;0;1;11;1;1,2872;2,1199;3,2762;3,2355;4,3017;4,5275;4;2;1;2;1;81%;19%;0%;0%;4,25;3;14;31;12;28;57%;43%;43%;17%;43%;39%;3,182;18%;5%;0%;0%;0%;0%;0%;100%;0%;0%;25%;0%;0%;25%;25%;
2017-10-22 22:53:22;GenCA2;good-cp5;good-cp5;0;15;0;68;20;0;1;14;1;0,5408;2,0284;3,1406;6,19;8,06;8,61;4;2;1;1;2;79%;21%;0%;0%;3,25;4;13;26;7;24;100%;0%;0%;25%;42%;33%;3,400;20%;20%;0%;0%;0%;25%;25%;25%;0%;0%;0%;25%;25%;25%;0%;
2017-10-22 22:53:59;GenCA2;known-cp3;known-cp3;0;1;0;51;47;9;1;14;1;2,2636;2,8890;3,5419;2,5466;3,7889;5,52;7;3;4;5;2;67%;33%;20%;7%;4,20;6;30;24;3;24;33%;67%;42%;21%;47%;32%;1,085;96%;0%;0%;0%;7%;13%;7%;20%;7%;7%;27%;0%;13%;13%;0%;
2017-10-22 23:00:04;GenCA2;known-cp3;known-cp3;0;1;0;51;47;9;1;14;1;2,2636;2,8890;3,5419;2,5466;3,7889;5,52;7;3;4;5;2;67%;33%;20%;7%;4,20;6;30;24;3;24;33%;67%;42%;21%;47%;32%;1,085;96%;0%;0%;0%;7%;13%;7%;20%;7%;7%;27%;0%;13%;13%;0%;
2017-10-22 23:00:37;GenCA2;known-cp3;known-cp3;0;1;0;51;47;9;1;14;1;2,2636;2,8890;3,5419;2,5466;3,7889;5,52;7;3;4;5;2;67%;33%;20%;7%;4,20;6;30;24;3;24;33%;67%;42%;21%;47%;32%;1,085;96%;0%;0%;0%;7%;13%;7%;20%;7%;7%;27%;0%;13%;13%;0%;
2017-10-22 23:00:40;GenCA2;known-cp3;known-cp3;0;1;0;51;47;9;1;14;1;2,2636;2,8890;3,5419;2,5466;3,7889;5,52;7;3;4;5;2;67%;33%;20%;7%;4,20;6;30;24;3;24;33%;67%;42%;21%;47%;32%;1,085;96%;0%;0%;0%;7%;13%;7%;20%;7%;7%;27%;0%;13%;13%;0%;
2017-10-22 23:00:42;GenCA2;known-cp3;known-cp3;0;1;0;51;47;9;1;14;1;2,2636;2,8890;3,5419;2,5466;3,7889;5,52;7;3;4;5;2;67%;33%;20%;7%;4,20;6;30;24;3;24;33%;67%;42%;21%;47%;32%;1,085;96%;0%;0%;0%;7%;13%;7%;20%;7%;7%;27%;0%;13%;13%;0%;
2017-10-22 23:00:45;GenCA2;known-cp3;known-cp3;0;1;0;51;47;9;1;14;1;2,2636;2,8890;3,5419;2,5466;3,7889;5,52;7;3;4;5;2;67%;33%;20%;7%;4,20;6;30;24;3;24;33%;67%;42%;21%;47%;32%;1,085;96%;0%;0%;0%;7%;13%;7%;20%;7%;7%;27%;0%;13%;13%;0%;
2017-10-22 23:00:51;GenCA2;known-cp3;known-cp3;0;1;0;51;47;9;1;14;1;2,2636;2,8890;3,5419;2,5466;3,7889;5,52;7;3;4;5;2;67%;33%;20%;7%;4,20;6;30;24;3;24;33%;67%;42%;21%;47%;32%;1,085;96%;0%;0%;0%;7%;13%;7%;20%;7%;7%;27%;0%;13%;13%;0%;
2017-10-22 23:05:23;GenCA2;good-cp5;good-cp5;0;1;0;70;27;2;0;13;1;0,9115;2,5229;4,0741;4,3165;6,32;7,45;6;0;2;0;4;88%;12%;0%;0%;4,67;3;14;24;2;19;83%;17%;0%;34%;45%;21%;2,593;15%;7%;0%;0%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;
2017-10-22 23:05:23;GenCA2;good-cp5;good-cp5;0;2;1;84;30;0;0;17;1;1,8187;3,0425;3,9524;2,6268;5,20;10,08;5;0;5;0;4;66%;34%;20%;0%;4,20;6;26;22;0;16;63%;38%;25%;22%;41%;38%;2,800;7%;7%;0%;0%;10%;10%;0%;20%;10%;10%;10%;0%;20%;10%;10%;
2017-10-22 23:05:23;GenCA2;good-cp5;good-cp5;0;3;0;70;21;2;0;10;1;0,6686;1,7100;2,3334;1,7563;2,1765;2,6126;6;0;3;0;6;90%;10%;0%;0%;3,50;2;7;29;15;23;33%;67%;33%;22%;43%;35%;3,333;0%;5%;5%;0%;0%;0%;0%;0%;0%;0%;0%;0%;50%;0%;0%;
2017-10-22 23:05:23;GenCA2;good-cp5;good-cp5;0;4;0;68;21;2;0;12;1;1,0183;2,6961;3,6959;3,4850;4,3647;6,41;6;0;2;0;2;50%;50%;30%;20%;4,00;8;33;23;3;19;71%;29%;14%;18%;50%;32%;3,238;0%;5%;0%;10%;0%;10%;10%;10%;0%;10%;0%;0%;10%;10%;0%;
2017-10-22 23:05:23;GenCA2;good-cp5;good-cp5;0;5;0;86;30;0;0;14;1;0,5408;2,5452;3,3996;2,4531;3,3931;4,4345;6;0;6;0;7;72%;28%;13%;0%;4,25;5;21;31;12;28;43%;57%;57%;21%;58%;21%;2,867;20%;10%;0%;13%;13%;13%;0%;0%;13%;0%;0%;13%;0%;25%;13%;
